title,company,location,category,salary_min,salary_max,contract_type,created,description,redirect_url,search_term
Data Scientist (Palantir / FDP essential),Hays Specialist Recruitment Limited,"London, UK",IT Jobs,145600.0,145600.0,contract,2026-06-11T23:44:38Z,Data Scientist (Palantir / FDP essential) - £560/day (Inside IR35) - RemoteYou will require Palantir (FDP) experience as well and UK Citizenship to apply I'm currently looking for an experienced Data Scientist with strong Data Engineering capability to join a high-profile public sector organisation working on a major digital screening programme.This is a genuinely impactful piece of work where you'll be shaping how data is used to drive decisions through modern dashboards and reporting products…,https://www.adzuna.co.uk/jobs/land/ad/5760596556?se=NtZRMhZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=DFCBA65AA8E63F532A322B72AA2BFF5256D74C97,data scientist
"Data Center Facility Engineer, Data Center Engineering Operations",Amazon TA,"Charing Cross, Central London",IT Jobs,50372.37,50372.37,,2026-06-11T13:15:04Z,"AWS Infrastructure Services owns the design, planning, delivery, and operation of all AWS global infrastructure. In other words, we’re the people who keep the cloud running. We support all AWS data centers and all of the servers, storage, networking, power, and cooling equipment that ensure our customers have continual access to the innovation they rely on. We work on the most challenging problems, with thousands of variables impacting the supply chain — and we’re looking for talented people wh…",https://www.adzuna.co.uk/jobs/land/ad/5759905518?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=916A8FD2103A024CA0357CBF59F13AEF30B6D17D,data engineer
Data Engineer,Version 1,"Belfast, Northern Ireland",IT Jobs,58870.26,58870.26,,2026-06-06T08:09:59Z,"Version 1 has celebrated over 29 years in Technology Services and continues to be trusted by global brands to deliver solutions that drive customer success. Our expertise enables our customers to navigate the rapidly changing Digital-First world we live in. We foster strong partnerships with leading technology giants including Microsoft, AWS, Oracle, Red Hat, OutSystems, Snowflake, ensuring that our customers are provided with the highest quality solutions and services. Were an award-winning em…",https://www.adzuna.co.uk/jobs/land/ad/5754136957?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=47EC7B93C4E5C65EF3AE1B0D2576134F7E44CF8C,data engineer
Data Engineer,PA Consulting Services Ltd,"Belfast, Northern Ireland",IT Jobs,54708.52,54708.52,,2026-06-05T21:00:10Z,"Company description We believe in the power of ingenuity to build a positive human future. As strategies, technologies, and innovation collide, we create opportunity from complexity. Our teams of interdisciplinary experts combine innovative thinking and breakthrough technologies to progress further, faster. Our clients adapt and transform, and together we achieve enduring results. We are over 4,000 strategists, innovators, designers, consultants, digital experts, scientists, engineers, and tech…",https://www.adzuna.co.uk/jobs/land/ad/5753414115?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=3C0BBA4CA8D6D3E2F61B84D690928BFF73B88708,data engineer
Data Engineer,Tenth Revolution Group,"London, UK",IT Jobs,55000.0,65000.0,permanent,2026-05-15T12:43:17Z,"Data Engineer Up to £65,000  benefits London (Hybrid - 2 days onsite) We are seeking a Data Engineer to join a fast-growing, analytics-focused environment operating at the intersection of sport and technology. You will play a key role in building and optimising scalable data infrastructure that supports decision-making from performance on the field through to commercial strategy off it. Working with large, complex datasets and modern cloud technologies, you will help design and deliver robust d…",https://www.adzuna.co.uk/jobs/land/ad/5730271409?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=217F185613FF71BD06BC0D526EF273DD644C28A8,data engineer
Data Engineer,Robert Half,"London, UK",IT Jobs,60695.17,60695.17,contract,2026-05-20T00:56:42Z,"Robert Half Technology are assisting a rapidly growing sports fashion brand to recruit a Data Engineer on a contract basis. This is an exciting opportunity to join a fast-paced SME environment at a pivotal stage of growth, supporting the development and optimisation of a modern cloud-based data platform as the business continues to expand significantly. Role The Data Engineer will design, build, and maintain scalable data pipelines and ETL/ELT processes within a modern cloud data environment. D…",https://www.adzuna.co.uk/jobs/land/ad/5734555932?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=18ED999AB1B3E6E14C158FE3D3FC64E590BEA3F7,data engineer
Data Engineer,Tenth Revolution Group,"Manchester, Greater Manchester",IT Jobs,40000.0,55000.0,permanent,2026-05-26T23:42:47Z,"Data Engineer - Manchester (Hybrid) - Python, Cloud, AI & Generative AI - up to £55,000 This is a great opportunity to join a well-established, global consulting organisation that's working on interesting, meaningful projects. The focus is on large-scale technology and transformation programmes, with plenty of opportunity to build practical AI and data solutions that are used in the real world. You'd be part of a team operating right at the heart of data and AI, tackling real problems for major…",https://www.adzuna.co.uk/jobs/land/ad/5741703451?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=774A1B47BED96526FABEBC5329FCB77D15A754D5,data engineer
Data Engineer,Chapman Tate Associates,"Chippenham, Wiltshire",IT Jobs,45000.0,50000.0,permanent,2026-05-22T11:12:07Z,"Data Engineer Chippenham 5 days onsite We’re working with a forward-thinking, data-driven organisation looking to hire a Data Engineer to join their growing technology team. This is a fantastic opportunity for someone with a few years of experience who wants to deepen their expertise and progress into Microsoft Fabric, working on modern data platforms and scalable integration solutions. What You’ll Be Doing You’ll play a key role in designing, building, and supporting robust data pipelines and …",https://www.adzuna.co.uk/jobs/land/ad/5737510331?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=70444A3C43F047C48FAAB65F7F296169819D7194,data engineer
Data Engineer,Robert Walters,"Manchester, Greater Manchester",IT Jobs,60000.0,65000.0,permanent,2026-05-17T23:10:12Z,"Data Engineer £60,000-£65,000 Manchester City Centre- Hybrid We are looking for highly skilled and experienced Azure Data Engineer to join a newly established team with a strong focus on data. In this role, you will play a key part in delivering a complex, high-impact project within the Financial Services / Capital Markets domain. The position centres on designing and building robust, scalable, and reusable data pipelines, transforming raw data into well-structured relational models. You will w…",https://www.adzuna.co.uk/jobs/land/ad/5732677772?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=664D03118362541141BE88BA36F222E9EBB91BF1,data engineer
Data Engineer,Coburg Banks Limited,"Birmingham, West Midlands",IT Jobs,45000.0,53000.0,permanent,2026-05-22T15:09:51Z,"Role: Data Engineer Location: West Midlands - Hybrid 3 days per week in office Salary: £45,000 to £53,000 A leading organisation is looking for a Data Engineer to join its IT & Data team on a permanent basis. This role involves supporting and developing data systems, analytics solutions, and reporting infrastructure across the business.The company have a very friendly and supportive atmosphere. Key Responsibilities Design, build and maintain data warehouses and data models Develop and optimise …",https://www.adzuna.co.uk/jobs/land/ad/5737689949?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=3B6CA0B222956BF5884EE0642880FF49B380134F,data engineer
Data Engineer,Diligenta,"Peterborough, Eastern England",IT Jobs,49825.55,49825.55,permanent,2026-06-08T19:26:04Z,"Data Engineer Who are Diligenta? Diligenta's vision is to be acknowledged as Best-in-class Platform-based Life and Pensions Administration Service provider. Customer service is at the heart of everything we do, and our aim is to transform our clients' operations. A business that has been described as ‘home’ by existing employees, we drive a culture that is founded on positive change and development. Summary of the role: As a Data Engineer you will be responsible for designing, developing and de…",https://www.adzuna.co.uk/jobs/land/ad/5756446447?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=EE1FEA8FFCBD61DC79C60B761BD2B23CD2C1218B,data engineer
Data Engineer,Liquidline,"Ipswich, Suffolk",IT Jobs,50000.0,60000.0,permanent,2026-06-02T14:00:54Z,"Liquidline is the fastest-growing commercial coffee solutions provider in the UK and Ireland—not that we’re bragging! Our customers are companies that take pride in offering quality refreshments to their employees and clients. Our success is built on outstanding customer service, hard work, and a strong team culture. We believe in delivering WOW experiences to both our customers and our valued employees. We are proud to be Great Place to Work certified, a testament to our dedication to fosterin…",https://www.adzuna.co.uk/jobs/land/ad/5749223668?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=38BF750500EA9C764638313B38CD2DB55B59FBE4,data engineer
Data Engineer,NOBUL RESOURCING SOLUTIONS LIMITED,"Manchester, Greater Manchester",IT Jobs,41000.0,41000.0,contract,2026-06-04T12:21:57Z,"Data Engineer 12 Month Fixed Term Contract Manchester - 1 day per week About Salix At Salix, we enable and inspire organisations to achieve net zero and create better places. We deliver and administer government funding schemes that improve energy efficiency, support clean power and help create warmer, healthier homes and resilient public buildings across the UK. Working with central government, local authorities, housing associations, universities, schools and hospitals, we combine funding del…",https://www.adzuna.co.uk/jobs/land/ad/5751935626?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=C25A3C87E5350C364E4F1A56A84A91C191A80BC4,data engineer
Data Engineer,Hays Specialist Recruitment Limited,"Salisbury, Wiltshire",IT Jobs,45000.0,52750.0,permanent,2026-05-18T21:01:13Z,"Your new company We provide the support services that enable Armed Forces from around the world to prepare for frontline military operations across the UK Defence Training Estate (DTE). This includes maintaining and delivering safe and sustainable infrastructure, managing and operating training areas and ranges and delivering multi-million pound projects to improve vital training assets.By joining us you will be supporting our vision to provide the best training experience we can for our Armed …",https://www.adzuna.co.uk/jobs/land/ad/5733323997?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=B05E6F4C0EA8576F6FA549577C52BC6F45449586,data engineer
Data Engineer,Noir,"Newcastle Upon Tyne, Tyne & Wear",IT Jobs,45000.0,80000.0,permanent,2026-06-01T07:54:52Z,"Data Engineer - FinTech - Newcastle (Tech stack: Data Engineer, SQL, Python, AWS, Git, Airflow, Data Pipelines, Data Platforms, Programmer, Developer, Architect, Data Engineer) Our client is a trailblazer in the FinTech space, known for delivering innovative technology solutions to global financial markets. They are expanding their engineering capability in Newcastle and are looking for a talented Data Engineer to join their team. This role will focus on building and optimising systems that mak…",https://www.adzuna.co.uk/jobs/land/ad/5747177304?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=BEC5614A5EAF527FAA9B7356BC0E49318B234FDF,data engineer
Data Engineer,Harnham - Data & Analytics Recruitment,"London, UK",IT Jobs,40000.0,45000.0,permanent,2026-06-11T23:47:41Z,"DATA ENGINEER £45,000 UK This is a great opportunity to join a growing data team as they scale out a modern cloud-based platform. You'll gain hands-on experience with Databricks and work closely with experienced engineers in a highly collaborative environment, making it an ideal role for someone early in their career looking to develop quickly. THE COMPANY Our client is a well-established professional services organisation with a strong UK presence, currently investing heavily in its data and A…",https://www.adzuna.co.uk/jobs/land/ad/5760609134?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=B22557BBBE5B8D658819AAF18ABBAEF00D562525,data engineer
Data Engineer,Harvey Nash,"Glasgow City Centre, Glasgow",IT Jobs,156000.0,156000.0,contract,2026-06-09T11:39:58Z,"Data Engineer | 6 Month Contract | (Inside IR35) | Hybrid, Glasgow| Starting ASAP Day Rate: £600 About the Role: As the Senior Data Engineer within Energy Markets you will be responsible for designing, building, managing, and optimizing data pipelines and the data model used by our Data Scientists and Traders. Working closely with Data Management teams on governance and security as well as business stakeholders around projects and IT teams to deliver these data pipelines and models effectively …",https://www.adzuna.co.uk/jobs/land/ad/5757088061?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=A2853B5FD00A48F4A1877DCDAB17EC24226B08E2,data engineer
Data Engineer,Adecco,"Manchester, Greater Manchester",IT Jobs,64001.0,71468.0,contract,2026-06-10T19:41:20Z,Data Engineer Location: Mainly remote working - Adhoc visit maybe required to Manchester office Type: Temporary contract estimated to run 6 months with potential to be extended Salary: £30.77 - £34.62ph About the Role We're supporting a well-established organisation in the fintech sector who are in search of a skilled Data Engineer . This is a fantastic opportunity to join a forward-thinking business that places data at the centre of its operations and is investing heavily in its analytics capa…,https://www.adzuna.co.uk/jobs/land/ad/5758689234?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=8EDACB8F8ABF0DACF661E43BF8BE77C2880D2AB9,data engineer
Data Engineer,Anson Mccade,"Newcastle Upon Tyne, Tyne & Wear",IT Jobs,57422.03,57422.03,permanent,2026-06-11T19:32:44Z,"Data Engineer Newcastle (Hybrid 3 days onsite) Permanent | Multiple levels (Senior Analyst / Specialist) Competitive salary  package Im currently working with a global consultancy to hire Data Engineers to join a growing Advanced Technology team delivering large-scale data solutions across public and private sector clients. This is a hands-on role where youll work with modern data technologies, building scalable pipelines and real-time data platforms that power analytics and AI-driven decision …",https://www.adzuna.co.uk/jobs/land/ad/5760142898?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=A0AA780D62AF6E38CD79185927B4045D8DCB2C5F,data engineer
Data Engineering Manager,Ocho,"Belfast, Northern Ireland",IT Jobs,100000.0,100000.0,,2026-05-19T14:54:39Z,"Data Engineering Manager Remote | Fintech | Up to £110,000  Bonus Manager-level data engineering leadership role in a high-growth global fintech Own the roadmap for a high-impact transaction matching and data platform Hands-on technical leadership across ETL/ELT, Snowflake, DBT and cloud data architecture Fully remote working model Competitive salary plus bonus and benefits About the Company Our client is a global fintech organisation operating at significant scale, powering merchant commerce a…",https://www.adzuna.co.uk/jobs/land/ad/5734108094?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=1AECEBD9C1A97B80D230C9455D0FCD8D2E92FB06,data engineer
Lead Data Engineer,Ocho,"Belfast, Northern Ireland",IT Jobs,90000.0,90000.0,permanent,2026-05-13T15:13:07Z,"Lead Data Engineer, Financial Services Belfast | Permanent | Hybrid Senior-level individual contributor / lead role within a growing Belfast practice Databricks on Azure at the core of the tech stack Financial Services domain: risk, trading, compliance, and regulatory data Hybrid working from Belfast city centre Salary: competitive, reflecting seniority and market rates About the Organisation Our client is a global professional services firm with a dedicated AI and Data practice focused on Fina…",https://www.adzuna.co.uk/jobs/land/ad/5728108887?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=BFAFD702F3E2B9AAD168EACF30482E27A79ED0B1,data engineer
Principal Data Engineer,Instil Software,"Belfast, Northern Ireland",IT Jobs,74785.81,74785.81,,2026-06-10T14:28:45Z,"The Role We're looking for a Principal Data Engineer with extensive commercial experience building, supporting and leading data platforms and pipelines. You'll work hands-on across our cloud data stack, partnering with engineers, analysts and senior stakeholders to deliver reliable, well-modelled data that supports analytics and downstream use cases. This role is focused on practical delivery and technical leadership, designing, building and improving data pipelines, setting engineering standar…",https://www.adzuna.co.uk/jobs/land/ad/5758542281?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=505CE15FEA6E543BEA8EF4872E441E8A60C4461F,data engineer
Principal Data Engineer,Everway,"Antrim, County Antrim",IT Jobs,102430.48,102430.48,permanent,2026-06-11T02:33:13Z,"Every mind is unique. Yet much of the world is still built for what's considered ""normal,"" leaving too many people behind. At Everway, we change that by creating technology that helps everyone understand and be understood. By understanding and addressing the unique needs of each individual, we're creating a world where differences are recognized and valued. Our careers fit real life. When you join us, you're not just taking a job. You're joining a movement to build a more neuroinclusive world. …",https://www.adzuna.co.uk/jobs/land/ad/5759298458?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=2497AC386FA5BF4697726A21B011AF4781BE4C18,data engineer
Staff Data Engineer,Bazaarvoice Ltd,"Belfast, Northern Ireland",IT Jobs,42225.39,42225.39,,2026-05-21T09:28:00Z,"At Bazaarvoice, we create smart shopping experiences. Through our expansive global network, product-passionate community & enterprise technology, we connect thousands of brands and retailers with billions of consumers. Our solutions enable brands to connect with consumers and collect valuable user-generated content, at an unprecedented scale. This content achieves global reach by leveraging our extensive and ever-expanding retail, social & search syndication network. And we make it easy for bra…",https://www.adzuna.co.uk/jobs/land/ad/5736198816?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=66B8D64D22016FF736674539E199F5E5F4DC142D,data engineer
Manufacturing Data Engineer,Astec Industries Europe Limited,"Omagh, Northern Ireland",Engineering Jobs,43906.24,43906.24,,2026-06-01T14:32:28Z,"Receives, reviews, and enters data into ERP computer system according to established procedures. Ensures accuracy and security of all data recorded within ERP system and performs database maintenance functions. Creates manufacturing BoM within ERP system. About The Role Data entry and processing for all products. Keep track of received data and source documents. Prepare and sort source documents, and identify and interpret data to be entered. Contact preparers of source documents to resolve que…",https://www.adzuna.co.uk/jobs/land/ad/5747664873?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=627D8710E7DBBB83E9808895513413BB1A921B85,data engineer
Data Engineer,Barchester Healthcare,UK,IT Jobs,40000.0,40000.0,permanent,2026-05-12T20:06:03Z,"About the Role As a Data Engineer, you will maintain and enhance the organisation's data infrastructure, ensuring reliable, timely data is available for reporting and analysis. You will work with data warehouses, ETL pipelines, and reporting tools such as Tableau and SSRS to transform data into structured, accessible formats. You will collaborate with stakeholders to understand data requirements, deliver solutions, and support decision-making across the business. The role also involves managing…",https://www.adzuna.co.uk/jobs/details/5727032183?utm_medium=api&utm_source=057dc159,data engineer
Data Engineer,Sanderson,"Surrey, South East England",IT Jobs,35000.0,41000.0,permanent,2026-05-29T11:58:34Z,"Role : Data Engineer (Early Careers) Location : Surrey Salary : £41,000 Flexible working: 2 days a week in the office An exciting opportunity has arisen for an early careers Data Engineer to join a growing and highly collaborative data team supporting both business-critical operations and future-focused innovation projects. This role offers a mix of hands-on production support and strategic platform modernisation work within a modern Azure-based environment. You'll have the opportunity to contr…",https://www.adzuna.co.uk/jobs/land/ad/5744542890?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=E9A6BEC2D59236B901C6F1C0854D7640C63035BF,data engineer
Data Engineer,Diligenta,"Edinburgh Technopole, Milton Bridge",IT Jobs,50661.33,50661.33,permanent,2026-06-08T19:25:25Z,"Data Engineer Who are Diligenta? Diligenta's vision is to be acknowledged as Best-in-class Platform-based Life and Pensions Administration Service provider. Customer service is at the heart of everything we do, and our aim is to transform our clients' operations. A business that has been described as ‘home’ by existing employees, we drive a culture that is founded on positive change and development. Summary of the role: As a Data Engineer you will be responsible for designing, developing and de…",https://www.adzuna.co.uk/jobs/land/ad/5756446198?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=061356BC057C0BBBF446EA9668EEEC1A2F8236F3,data engineer
Data Engineer,Advanced Resource Managers Limited,"London, UK",IT Jobs,117000.0,130000.0,contract,2026-06-08T19:24:09Z,"Data Engineer 6-Month contract - Inside IR35 - up to £500 per day London based - hybrid working - 3 days a week onsite Asset Management sector Core Role Overview This is a hands-on Data Engineer position working on large-scale data platforms within a financial services environment, focused on building, optimising, and deploying scalable data solutions. The role requires someone who can operate across engineering, delivery, and stakeholder engagement - not just a technical coder. Key Skills (Mus…",https://www.adzuna.co.uk/jobs/land/ad/5756445706?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=EBAD8B2145CE90D253B00B9360AB47658E92E9F4,data engineer
Data Engineer,Fusion People Ltd,"London, UK",IT Jobs,59800.0,59800.0,,2026-06-03T20:09:55Z,"Data Engineer Supervisor : I am looking for a Supervisor on the tools for a 3 month project, you will be looking after a team of around 4- engineers with the install of Cat 6 works. CSCS and ideally a SSSTS CIS Rate £230 per day PAYE Rate £185 per day If interested please apply with a CV and follow up with a call to Gary @ Fusion People Segensworth office for more info.  Fusion People are committed to promoting equal opportunities to people regardless of age, gender, religion, belief, race, sex…",https://www.adzuna.co.uk/jobs/land/ad/5750869398?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=52C37084092239631A64DF210C5B33708C0AD88B,data engineer
SAS Data Engineer,83zero Limited,"Worthing, West Sussex",IT Jobs,70000.0,70000.0,permanent,2026-06-04T01:44:50Z,"SAS Data Engineer Salary: Up to £70,000  Benefits Location: UK (Public Sector Programme) Telford or Worthing Security Clearance: SC Eligibility Required We are currently seeking an experienced SAS Data Engineer to join a long-term public sector programme focused on modernising data platforms and delivering secure, reliable data solutions at scale. This is an excellent opportunity to work on meaningful projects that support essential public services while developing your technical skills within …",https://www.adzuna.co.uk/jobs/land/ad/5751306530?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=6BFCE9EB0AB0E485BF8A549E77118FDF4053E290,data engineer
SAS Data Engineer,83zero Limited,"Telford, Shropshire",IT Jobs,70000.0,70000.0,permanent,2026-05-09T12:25:16Z,"SAS Data Engineer Salary: Up to £70,000  Benefits Location: Telford or Worthing(Public Sector Programme) Security Clearance: SC Eligibility Required We are currently seeking an experienced SAS Data Engineer to join a long-term public sector programme focused on modernising data platforms and delivering secure, reliable data solutions at scale. This is an excellent opportunity to work on meaningful projects that support essential public services while developing your technical skills within a co…",https://www.adzuna.co.uk/jobs/land/ad/5724092138?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=9B7670D6703BCA063876E1DB7E7DC20DBD06EED9,data engineer
Senior Data Engineer,Yolk Recruitment Ltd,"Newport, Wales",IT Jobs,50000.0,58000.0,permanent,2026-05-19T00:54:39Z,"Senior Data Engineer - up to £58,000 - Hybrid (Newport 1 day a week) The Opportunity Yolk Recruitment Public Sector & Not-for-Profit team has partnered with a specialised Civil Service Organisation who are presently undergoing an interesting transformation into the cloud space. We are supporting them to recruit a Senior Data Engineer. This role is ideal for any data engineer who has extensive experience with Azure Data Factory and Python. What the Senior Data Engineer will be doing You will be …",https://www.adzuna.co.uk/jobs/land/ad/5733533956?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=D366842FCD39A7C48EDBBF8981F6AD1F15761078,data engineer
Lead Data Engineer,Lorien,"London, UK",IT Jobs,86584.62,86584.62,,2026-06-01T20:18:38Z,"Lead Data Engineer Hands-on technical leadership building data systems that actually work We're looking for a Lead Data Engineer to join an enterprise data engineering capability and play a critical role in designing, building, and improving real-world data systems . This is not a line-management role . Instead, it's a senior, hands-on technical leadership position for someone with deep data engineering experience who leads through delivery, judgement, and technical credibility rather than hier…",https://www.adzuna.co.uk/jobs/land/ad/5748037070?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=326824D9EE68888A604CC19E747E003902227645,data engineer
Data Engineering Manager,Tenth Revolution Group,"London, UK",IT Jobs,75000.0,100000.0,permanent,2026-05-20T14:58:44Z,"Data Engineering Manager - Up to £100,000 Location: UK-wide The Opportunity We're working with a leading data consultancy who specialise in delivering modern, cloud-based data platforms across a broad range of industries. They partner closely with clients to design and deliver scalable, high-quality data solutions using cutting-edge Microsoft technologies. This is an ideal role for a seasoned consultant who enjoys a blend of strategy, leadership, and hands-on engineering. The Role As a Data Eng…",https://www.adzuna.co.uk/jobs/land/ad/5735235811?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=8CF5F65A76FEDB58BCFE5A7D663E37E038F8D329,data engineer
Data Engineering Manager,Tenth Revolution Group,"Manchester, Greater Manchester",IT Jobs,75000.0,100000.0,permanent,2026-05-20T14:58:59Z,"Data Engineering Manager - Up to £100,000 Location: UK-wide The Opportunity We're working with a leading data consultancy who specialise in delivering modern, cloud-based data platforms across a broad range of industries. They partner closely with clients to design and deliver scalable, high-quality data solutions using cutting-edge Microsoft technologies. This is an ideal role for a seasoned consultant who enjoys a blend of strategy, leadership, and hands-on engineering. The Role As a Data Eng…",https://www.adzuna.co.uk/jobs/land/ad/5735235901?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=D6AA89F87881F29D1BAD9F2295A73566EE012C8F,data engineer
Data Engineering Manager,Tenth Revolution Group,"Edinburgh Technopole, Milton Bridge",IT Jobs,80000.0,100000.0,permanent,2026-05-20T14:55:07Z,"Data Engineering Manager - Up to £100,000 Location: UK-wide The Opportunity We're working with a leading data consultancy who specialise in delivering modern, cloud-based data platforms across a broad range of industries. They partner closely with clients to design and deliver scalable, high-quality data solutions using cutting-edge Microsoft technologies. This is an ideal role for a seasoned consultant who enjoys a blend of strategy, leadership, and hands-on engineering. The Role As a Data Eng…",https://www.adzuna.co.uk/jobs/land/ad/5735235129?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=3380CA20CC0EC2CFFF253F819481B202D62E7496,data engineer
Data Engineering Manager,Tenth Revolution Group,"Sheffield, South Yorkshire",IT Jobs,75000.0,100000.0,permanent,2026-05-20T14:52:35Z,"Data Engineering Manager - Up to £100,000 Location: UK-wide The Opportunity We're working with a leading data consultancy who specialise in delivering modern, cloud-based data platforms across a broad range of industries. They partner closely with clients to design and deliver scalable, high-quality data solutions using cutting-edge Microsoft technologies. This is an ideal role for a seasoned consultant who enjoys a blend of strategy, leadership, and hands-on engineering. The Role As a Data Eng…",https://www.adzuna.co.uk/jobs/land/ad/5735234194?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=77A5F1CD326E70C2CAD72DE5E1947D65EE5D1837,data engineer
Databricks Data Engineer,Akkodis,"Manchester, Greater Manchester",IT Jobs,40000.0,50000.0,permanent,2026-05-21T23:16:39Z,"Databricks Data Engineer Salary: £40K - £50K Location: Manchester Role Overview: Our client is seeking a Data Engineer to support the development, optimisation and ongoing improvement of a modern cloud-based data platform. This role would suit someone with strong hands-on Databricks experience who enjoys building reliable data pipelines, improving how data flows through the business, and creating trusted datasets for reporting and analytics. You will work across technical and non-technical team…",https://www.adzuna.co.uk/jobs/land/ad/5736987858?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=4E3C7791AA14AD52800D63A84A5530A33F7C2BD4,data engineer
Head of Data Engineering,Tenth Revolution Group,"Birmingham, West Midlands",IT Jobs,95000.0,110000.0,permanent,2026-05-28T15:52:28Z,"Head of Data Engineering £95,000 - £110,000 We are recruiting a Head of Data Engineering to lead the Data and Software Engineering capabilities of our client during a critical period of growth. They are looking for someone who can join the leadership team and make a significant strategic impact. This is a hands-off leadership position, focused on engineering management, delivery, and governance rather than day-to-day technical contribution. The successful candidate will have a strong Data Engin…",https://www.adzuna.co.uk/jobs/land/ad/5743559670?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=42C14147987905A68F57DE20AC41C8071A6670D0,data engineer
Data Engineer Manager,Tenth Revolution Group,"London, UK",IT Jobs,80000.0,95000.0,permanent,2026-05-18T17:01:52Z,"Data Engineering Manager - London (Hybrid) - Databricks/ Fabric - £competitive This is an opportunity to join a growing, highly regarded data consultancy that is delivering cutting-edge data engineering solutions across a range of industries. They have built a strong reputation for combining hands-on technical excellence with strategic delivery, working closely with clients to design and implement modern data platforms across Azure, Databricks and Microsoft Fabric. What makes them stand out is …",https://www.adzuna.co.uk/jobs/land/ad/5733241733?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=CB6FCF9C3532B580D2E52207EB9129843BE7C0E6,data engineer
Lead Data Engineer,The Hyde Group,"London, UK",IT Jobs,68000.0,80400.0,permanent,2026-06-02T20:40:14Z,"Lead Data Engineer London Bridge £68,000 - £80,400 We’re looking for a Lead Data Engineer to play a pivotal role in shaping how Hyde uses data to make better decisions, improve services for residents and operate more effectively. This is an exciting opportunity for an experienced data professional to lead the development of modern, secure and scalable data solutions that support meaningful outcomes across the organisation. In this role, you’ll provide technical leadership across Hyde’s data pla…",https://www.adzuna.co.uk/jobs/land/ad/5749399575?se=1P5lORZm8RGOccqhHlf4XA&utm_medium=api&utm_source=057dc159&v=87FE8508C1E0CD5FD890C4D6416E9892C667D1DD,data engineer
