title,company,location,category,salary_min,salary_max,contract_type,created,description,redirect_url,search_term
Trainee Business Analyst,IT Career Switch,UK,IT Jobs,25000.0,35000.0,permanent,2026-05-29T16:48:17Z,"Business Analyst Placement Programme - No Experience Required Our training will help you kick-start a new career in Business Analysis. We are recruiting for companies who are looking to employ our Business Analyst Traineeship graduates to support their continued growth. The best part is, you will not need any previous experience as full training will be provided. You will also have the reassurance of a job guarantee upon completion of the training programme. Whether you are working full time, p…",https://www.adzuna.co.uk/jobs/land/ad/5744684760?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=4474C904959B711E9F4CE39609B49F00940A1020,business analyst
Part-time Management Accountant / Business Analyst,Hays,"Norwich, Norfolk",Part time Jobs,32474.84,32474.84,,2026-04-22T19:01:34Z,"Part-Qualified Finance Business Partner / Management Accountant for a leading Norwich employer working 29.5hrs Your new company Hays Accountancy & Finance are supporting a leading research & development business in their search for a part-qualified Management Accountant / Business Analyst with strong finance business partnering skills and proven experience in reporting on operational management accounts, finance projects and grants. This will be a part-time role, working 29.5 hours a week. Your…",https://www.adzuna.co.uk/jobs/land/ad/5707331834?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=BEC32F4F5DA8ACE6BD89BE6579F62C995D19F784,business analyst
Business Analyst,Erin Associates,"Hull, East Riding Of Yorkshire",IT Jobs,45000.0,50000.0,permanent,2026-05-15T18:43:18Z,"Business Analyst – Hull / Hybrid £45,000 - £50,000  bonus, 35-hour work week and great benefits This profitable and growing organisation require an experienced Business Analyst, who has a proven track record of success as part of an agile delivery team. You will be joining an organisation that operate within the professional services sector but have a unique tech offering that sets them apart from competitors.As Business Analyst, you will support the business through the implementation and mana…",https://www.adzuna.co.uk/jobs/land/ad/5730474627?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=EED52E2D878F6013E61661EBED9C9330FB525157,business analyst
Business Analyst,MPJ Recruitment Ltd,"Manchester, Greater Manchester",IT Jobs,40000.0,45000.0,permanent,2026-06-04T12:17:45Z,"Business Analyst Monday-Friday 9am-5pm £40,000-£45,000 DOE Manchester About the Role We are looking for a motivated and analytical Business Analyst to join our team. In this role, you will work closely with stakeholders across the business to identify opportunities for improvement, gather and document requirements, and help deliver effective business and technology solutions. This is an excellent opportunity for someone who enjoys problem-solving, process improvement, and working in a collabora…",https://www.adzuna.co.uk/jobs/land/ad/5751932842?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=A17F8E3202141E7AAF89229564D0362671E9F988,business analyst
Business Analyst,Proactive Appointments,"Taunton, Somerset",IT Jobs,40000.0,50000.0,permanent,2026-05-22T11:12:52Z,"Business Analyst Taunton, Somerset | Permanent | Hybrid - 2 days per week on-site | Up to £50,000 per annum Our client are seeking to onboard a Business Analyst into their team on a permanent basis. This is an exciting time to join the business as they continue to deliver a number of business-critical projects and transformation initiatives. You will play a key role in translating strategic objectives into clear, actionable requirements, working closely with both stakeholders and technical team…",https://www.adzuna.co.uk/jobs/land/ad/5737510519?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=0E651C34F8557378D3CC914C226A7C333F8D1832,business analyst
Business Analyst,Tenth Revolution Group,"South West England, UK",IT Jobs,45000.0,65000.0,permanent,2026-06-02T22:14:49Z,"Business Analyst - Wiltshire (Hybrid) - ERP / SQL / Systems Integration - Up to £60,000 This is a opportunity for an experienced Business Analyst to join a well-established organisation operating across complex operational and systems-driven environments. The business is investing heavily in digital improvement and systems transformation and this role sits right at the centre of it. If you enjoy getting close to the business, understanding how things work and turning that insight into practical…",https://www.adzuna.co.uk/jobs/land/ad/5749715112?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=6CA1696231027FEC94A7B4C3C3EB673DB4B64309,business analyst
Business Analyst,Reed,"Newcastle Upon Tyne, Tyne & Wear",IT Jobs,55000.0,58000.0,permanent,2026-05-20T19:09:18Z,"We’re partnering with a highly regarded technology consultancy known for delivering large-scale, bespoke, business critical systems. Due to continued growth, they’re looking to appoint an ambitious Business Analysts to join their high performing delivery teams. This role is based in Newcastle Upon Tyne 3 days per week. The Opportunity This is a fantastic opportunity to work at the heart of complex, enterprise-scale technology programmes, where you’ll play a critical role in shaping solutions an…",https://www.adzuna.co.uk/jobs/land/ad/5735318326?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=E53822AAD4FDDC3999B8B1220AB80E73E37A83FA,business analyst
Business Analyst,e.surv Chartered Surveyors,"Newcastle Upon Tyne, Tyne & Wear",IT Jobs,24804.14,24804.14,permanent,2026-05-21T19:06:19Z,"LSL Estate Agency Franchising is looking for a proactive and detail-oriented Business Analyst to support our team in delivering transformational projects to our Estate Agency Franchisees across our LSL brands. The role is offered on a permanent full time position on a Hybrid basis from our Newcastle based office. Business / Systems Analyst Change & Transformation Team – LSL Property Services Role Purpose To support the Change & Transformation Team in understanding, analysing, and improving busi…",https://www.adzuna.co.uk/jobs/land/ad/5736661276?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=3FC8F0615997CD3EA009274204F015B667B1455E,business analyst
Business Analyst,Adria Solutions,"Manchester, Greater Manchester",IT Jobs,45000.0,60000.0,permanent,2026-06-04T22:26:56Z,"Business Analyst - Manchester Are you ready to join a forward-thinking, people-centred digital services business? My client is looking for a passionate Business Analyst to play a key role in their journey. You’ll be part of a collaborative, multi-disciplinary team, working closely with developers, product owners, and stakeholders to shape and deliver user-centred outcomes. This role goes beyond process analysis – it’s about driving business value, improving customer experiences, and helping sha…",https://www.adzuna.co.uk/jobs/land/ad/5752443883?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=C96EEC53B29548B54AE55F3483FC5E177C9C17FF,business analyst
Business Analyst,Nextech,"Horsham, West Sussex",IT Jobs,39000.0,40000.0,permanent,2026-06-10T15:40:04Z,"Business Analyst Location: Horsham (Hybrid) Salary: Up to £40,000 DOE *MUST HAVE VALID RIGHT TO WORK IN UK WITHOUT EVER NEEDING SPONSORSHIP* Our client is a well-established technology business with a strong reputation for delivering innovative software and digital solutions across a diverse customer base. Due to continued growth and investment in internal systems, they are looking to appoint a Software Business Analyst to support a range of business-critical projects. This is an excellent oppo…",https://www.adzuna.co.uk/jobs/land/ad/5758567642?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=E9C947F97874420BAEDC3B839E6A62050BA2FA54,business analyst
Business Analyst,Reed,"East Midlands, UK",IT Jobs,40000.0,45000.0,permanent,2026-06-03T20:15:50Z,"Business Analyst£45,0006 Month FTCEast Midlands (Hybrid working) We are working exclusively with a large, forward-thinking organisation seeking a Business Analyst to join their Digital & Technology team. This is an exciting opportunity to play a key role in delivering impactful digital and business change initiatives across a complex, multi-stakeholder environment.You will work closely with stakeholders to understand business needs, identify improvement opportunities, and support the successful…",https://www.adzuna.co.uk/jobs/land/ad/5750872058?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=B9A572F3F5BC238BF968C0B1DBEA510C6D12D13C,business analyst
Business Analyst,Yolk Recruitment Ltd,"Bristol, South West England",IT Jobs,50000.0,50000.0,permanent,2026-06-04T12:18:32Z,"Business Analyst Bristol | Hybrid Working | £50,000  Benefits We're working with a growing wealth management and financial advice business that is investing heavily in improving how it operates, serves clients and supports advisers. As part of this investment, they are building a dedicated Business Analysis & Change function and are looking to appoint a Business Analyst who understands how a financial advice business works in practice. This is not a highly technical Business Analyst position. I…",https://www.adzuna.co.uk/jobs/land/ad/5751934308?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=725F78FA58EDF8BB2BDCEEF844178A60DABC0B6D,business analyst
Business Analyst,Riverside Group,"Liverpool, Merseyside",IT Jobs,57271.0,63126.0,permanent,2026-06-09T17:39:26Z,"Job Title: Business Analyst Contract Type: Permanent Salary: £57270.60 (£63125.84 is achieved after 12 months successful performance in the role) Working Hours: 35 hours per week, full time Working Pattern: Monday to Friday, Hybrid Location: Liverpool, Speke If you share our values and are excited about making a significant impact at Riverside, please ensure you attach a current CV and covering letter. At Riverside we recruit to potential not just on skills and experience, so we encourage you t…",https://www.adzuna.co.uk/jobs/land/ad/5757413039?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=8929060BFE03FC83F962124F1B4010DF35C3A9ED,business analyst
Technical Business Analyst,PA Consulting Services Ltd,"Belfast, Northern Ireland",IT Jobs,46183.43,46183.43,,2026-06-05T21:00:10Z,"Company description We believe in the power of ingenuity to build a positive human future. As strategies, technologies, and innovation collide, we create opportunity from complexity. Our teams of interdisciplinary experts combine innovative thinking and breakthrough technologies to progress further, faster. Our clients adapt and transform, and together we achieve enduring results. We are over 4,000 strategists, innovators, designers, consultants, digital experts, scientists, engineers, and tech…",https://www.adzuna.co.uk/jobs/land/ad/5753414110?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=F5235150B14FF03F99D941F9C5142FAA4930327F,business analyst
Business Analyst,Robert Half,"London, UK",IT Jobs,79500.14,79500.14,contract,2026-06-04T04:11:07Z,"Robert Half Technology are assisting UK's market leading financial services organisation to recruit a Cyber Security Business Analyst - Privileged Access Management (PAM) on a 6-12 month contract basis - Hybrid working - London based Role The Business Analyst will gather, analyse, and document business and functional requirements for CyberArk Secure Cloud Access (SCA) and Secure Infrastructure Access (SIA) across Azure and AWS environments. Define secure access models covering identity-based ac…",https://www.adzuna.co.uk/jobs/land/ad/5751507005?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=8995128C4191CF3E67C900A43608C80998B87584,business analyst
Business Analyst,Nigel Wright Group,"Leeds, West Yorkshire",IT Jobs,50000.0,50000.0,permanent,2026-06-08T19:28:09Z,"The Opportunity Leeds (Hybrid – 3 days onsite)We are working with an organisation currently undergoing a significant transformation programme, as they evolve into a more technology-driven, integrated business.As part of this journey, they are looking to appoint a Transformation Business Analyst, a key, newly created role that will play a central part in shaping how transformation is delivered across the organisation. What you'll be doing? This is a unique opportunity to: Join at an early stage …",https://www.adzuna.co.uk/jobs/land/ad/5756447373?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=66E84D500BFBC2871BA38C7E963ED231C2F338AD,business analyst
Business Analyst,Sanderson,"Birmingham, West Midlands",IT Jobs,50000.0,57000.0,permanent,2026-06-08T19:22:41Z,"Business Analyst I am currently recruiting for a Business Analyst to join a leading financial services organisation based in the Midlands. Within this role, you will be required to work across a variety of programmes across a full project lifecycle within Agile and Waterfall environments Location - Midlands - two - three days per week onsite Duration - 12 Months FTC Responsibilities Leading the estimation, planning and definition of the business analysis workstream Eliciting and refining requir…",https://www.adzuna.co.uk/jobs/land/ad/5756445095?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=A0F93EBD724A930B140067542CC370404D4ED63A,business analyst
Business Analyst,Michael Page Technology,"Kettering, Northamptonshire",IT Jobs,42000.0,49350.0,permanent,2026-06-05T19:12:30Z,"An established consumer goods organisation is seeking a Business Analyst to partner with stakeholders in analysing processes, defining requirements, and delivering end-to-end IT solutions that drive business improvement. The role offers a hybrid working model, strong benefits, and the opportunity to work in a collaborative, inclusive environment supporting complex change initiatives. Client Details Our client, a well-established and values-driven organisation within the consumer goods sector, i…",https://www.adzuna.co.uk/jobs/land/ad/5753356319?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=C024E7374EEBABA8CE96CCFDBF2F935B2054C15F,business analyst
Business Analyst,Randstad Technologies,"London, UK",IT Jobs,104000.0,130000.0,,2026-05-26T11:45:18Z,"Role: Senior Business Analyst (Cyber Resilience & Operational Transformation) Sector: Utilities / Critical National Infrastructure (CNI) Location: UK (Hybrid) Purpose of the Role Lead the business analysis, requirement elicitation, and governance frameworks for critical cyber resilience and operational transformation initiatives. This position bridges corporate technology and site-based industrial systems to translate complex cyber security, data protection, and business continuity expectations…",https://www.adzuna.co.uk/jobs/land/ad/5741129171?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=79C375C26A097491DEBF0133022CD5E7F5DE9091,business analyst
Business Analyst,University of the Arts London,"London, UK",IT Jobs,44375.0,60784.0,permanent,2026-06-09T17:38:32Z,"University of the Arts London (UAL) is a world-leading creative University for teaching and research in art, design, fashion, communication and performing arts. UAL is made up of six renowned colleges and hosts several centres and institutes that further the University’s mission and social purpose, through the students and ideas we send out into the world and the partnerships we build to achieve social, environmental, and economic progress. Digital & Technology at UAL is on an exciting journey,…",https://www.adzuna.co.uk/jobs/land/ad/5757412744?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=8AE5F9A6257D2E920940DC20F7A967EBA754628E,business analyst
Business Analyst Manager,Metropolitan Thames Valley,"Boulevard Industrial Park, Beeston",IT Jobs,60000.0,60000.0,contract,2026-06-11T03:25:03Z,"Business Analyst Manager (known internally as Senior Business Analyst) 12-month FTC, Full-time, maternity cover (37.5 hours) Beeston, Nottingham: £57,526 - £60,553 Farringdon, London: £61,152 - £64,749 About Us : Metropolitan Thames Valley Housing has a vision that “everyone has a home and the opportunity to live well”; that means working with partners to create sustainable and vibrant neighbourhoods where our customers want to live. With 57,000 homes and more than 120,000 residents and custome…",https://www.adzuna.co.uk/jobs/land/ad/5759346938?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=416F519E98C458AF79998BF9B669D6521C123422,business analyst
Business Analyst (Cookstown),MCS Group,"Cookstown, Northern Ireland",IT Jobs,35000.0,35000.0,,2026-06-01T20:36:56Z,"Business Analyst Salary: £30,000 - £38,000 Location: Cookstown MCS are delighted to be exclusively partnering with an exciting software company that are hiring for a junior business analyst. This is a fantastic opportunity for an individual that is passionate about business processes and eager to grow their career in a dynamic environment. Within this role, you will be expected to work closely with senior stakeholders to drive the success of their cutting-edge software product which is being us…",https://www.adzuna.co.uk/jobs/land/ad/5748072906?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=5591BA91FEF6B8E8CA0D879586D5E7C25CA70856,business analyst
ERP Business Analyst,Ocho,"Belfast, Northern Ireland",IT Jobs,55000.0,55000.0,permanent,2026-05-28T14:42:27Z,"ERP Business Analyst Ballymena | Fully Onsite (5 Days) At a Glance Role Type:Permanent Location:Ballymena (fully onsite, 5 days per week) Environment:Large-scale ERP transformation programme Core Tech:Microsoft Dynamics 365 Finance and Operations Sector:Manufacturing Benefits:Pension, healthcare, early finish Fridays Who You'll Work For Our client is a well-established manufacturing organisation currently undergoing a large-scale ERP transformation. They are modernising their business systems a…",https://www.adzuna.co.uk/jobs/land/ad/5743544696?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=CC08F788D363E2FC0726890833FF0FB962FECB68,business analyst
Trainee Business Analyst,ITOL Recruit,"Nottingham, Nottinghamshire",IT Jobs,30000.0,39000.0,permanent,2026-06-03T16:17:45Z,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",https://www.adzuna.co.uk/jobs/land/ad/5750743287?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=04E9D1BCD584480141D243EE7B436BD77B535247,business analyst
Trainee Business Analyst,ITOL Recruit,"Sheffield, South Yorkshire",IT Jobs,30000.0,39000.0,permanent,2026-06-03T16:18:30Z,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",https://www.adzuna.co.uk/jobs/land/ad/5750743926?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=272B9D920BF67711DBFEB56BE72D8E88684790FB,business analyst
Trainee Business Analyst,ITOL Recruit,"Edinburgh Technopole, Milton Bridge",IT Jobs,30000.0,39000.0,permanent,2026-06-03T16:13:15Z,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",https://www.adzuna.co.uk/jobs/land/ad/5750742383?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=834A8AC033C53A0A8E5D73C34A35B60AE222BDCF,business analyst
Trainee Business Analyst,ITOL Recruit,"Bristol, South West England",IT Jobs,30000.0,39000.0,permanent,2026-06-01T12:01:52Z,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",https://www.adzuna.co.uk/jobs/land/ad/5747495397?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=96102A2A46F2A915F2142DCD877CD9D4EBD96A86,business analyst
Trainee Business Analyst,ITOL Recruit,"Enfield, London",IT Jobs,30000.0,39000.0,permanent,2026-05-28T11:55:08Z,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",https://www.adzuna.co.uk/jobs/land/ad/5743363320?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=ED5653B92BCF3CBECED0BD439699FBFF6464BB64,business analyst
Trainee Business Analyst,ITOL Recruit,"Coventry, West Midlands",IT Jobs,30000.0,39000.0,permanent,2026-05-20T11:00:21Z,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",https://www.adzuna.co.uk/jobs/land/ad/5735048136?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=F7617BABEE4895977467076C3EDBD1C1D3D7BA91,business analyst
Trainee Business Analyst,ITOL Recruit,"Liverpool, Merseyside",IT Jobs,30000.0,39000.0,permanent,2026-05-20T11:00:42Z,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",https://www.adzuna.co.uk/jobs/land/ad/5735048190?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=163E24423B0AC3DC555908A7754F8F1D3632DFCA,business analyst
Trainee Business Analyst,ITOL Recruit,"Leicester, Leicestershire",IT Jobs,30000.0,39000.0,permanent,2026-05-19T12:53:59Z,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",https://www.adzuna.co.uk/jobs/land/ad/5733974500?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=7E61028092A63A4BFEF9FA16D1A71B8B892BE7F6,business analyst
Trainee Business Analyst,ITOL Recruit,"Birmingham, West Midlands",IT Jobs,30000.0,39000.0,permanent,2026-06-03T16:21:05Z,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",https://www.adzuna.co.uk/jobs/land/ad/5750745652?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=B07C7EA2247B950AE688E91A47FA8FA63C86B95A,business analyst
Trainee Business Analyst,ITOL Recruit,"London, UK",IT Jobs,30000.0,39000.0,permanent,2026-05-28T12:00:44Z,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",https://www.adzuna.co.uk/jobs/land/ad/5743374951?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=A6D5606D7525BE2076FDFCDF2C92FB68E1130C24,business analyst
Trainee Business Analyst,ITOL Recruit,"Croydon, London",IT Jobs,30000.0,39000.0,permanent,2026-05-19T13:00:39Z,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",https://www.adzuna.co.uk/jobs/land/ad/5733977663?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=B0D5D9409141C786412F153254DE70DB95DA2C8A,business analyst
Trainee Business Analyst,ITOL Recruit,"Cardiff County, Wales",IT Jobs,30000.0,39000.0,permanent,2026-06-01T12:11:38Z,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",https://www.adzuna.co.uk/jobs/land/ad/5747514453?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=B670EFCE11006DA965F9561B84E1F5088501F165,business analyst
Trainee Business Analyst,ITOL Recruit,"Cannock, Staffordshire",IT Jobs,30000.0,39000.0,permanent,2026-05-27T11:39:20Z,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",https://www.adzuna.co.uk/jobs/land/ad/5742139680?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=C66BBBD57F67A818DB65D1892E8781A2C2E93226,business analyst
Trainee Business Analyst,IT Career Switch,"London, UK",IT Jobs,25000.0,35000.0,permanent,2026-05-29T15:54:45Z,"Business Analyst Placement Programme - No Experience Required Our training will help you kick-start a new career in Business Analysis. We are recruiting for companies who are looking to employ our Business Analyst Traineeship graduates to support their continued growth. The best part is, you will not need any previous experience as full training will be provided. You will also have the reassurance of a job guarantee upon completion of the training programme. Whether you are working full time, p…",https://www.adzuna.co.uk/jobs/land/ad/5744674867?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=54C18BF232EF14F874C0E1FA86C557D9E261BF27,business analyst
Manufacturing Business Analyst,Broster Buchanan,"Kettering, Northamptonshire",IT Jobs,50000.0,55000.0,permanent,2026-05-18T17:01:34Z,"Broster Buchanan are partnered with a household name manufacturing business who are looking for a Manufacturing Business Analyst to join their growing IT/Ops teams as part of a large scale OT programme within the business. They are looking for an experienced business analyst with hands on experience working with manufacturing systems, processes and people. The role is being offered on a hybrid basis with 2 days onsite in Kettering and 3 days remote, with a great benefits package as outlined bel…",https://www.adzuna.co.uk/jobs/land/ad/5733241656?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=E07EA7C144F00AF54B989BB2C62907885768605F,business analyst
Regulatory Business Analyst,Sanderson,"Cheshire, North West England",IT Jobs,130000.0,143000.0,contract,2026-05-19T14:48:52Z,"Senior Regulatory Business Analyst Rate - £500 - 550 per day (Inside IR35 - Umbrella company only) Length - 4 Months Initial (will be extended) Location - The North West (hybrid, once a fortnight in the office)Sanderson are helping to support a new Basel 3.1/SDDT implementation for a medium sized F/S client of ours. Day-to-day responsibilities:- Conduct regular regulatory reporting- Engage with stakeholders and build strong relationships to ensure project success- Update regulatory reporting sy…",https://www.adzuna.co.uk/jobs/land/ad/5734106227?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=043549CCF05AA230E2C1F4F8B5553DE4621EC36E,business analyst
Graduate Business Analyst,Harnham - Data & Analytics Recruitment,"Bournemouth, Dorset",Graduate Jobs,25000.0,28000.0,permanent,2026-06-04T22:34:07Z,"Graduate Business Analyst Bournemouth - 2 days onsite per week £28,000 This is an excellent entry route into data and analytics with a clear path for growth. You will sit at the intersection of business and data, learning how to translate real world problems into data driven solutions while gaining hands on experience across the full delivery lifecycle. The Company They are a well established UK organisation with a strong focus on leveraging data to improve decision making and operational perfo…",https://www.adzuna.co.uk/jobs/land/ad/5752448011?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=67351E65E8B6A235A9503A5DD1965E42A640955B,business analyst
Senior Business Analyst,The Gambling Commission,"Birmingham, West Midlands",IT Jobs,49000.0,49000.0,contract,2026-06-02T13:59:41Z,"Job title: Senior Business Analyst x 2 Location: Hybrid working – Birmingham office at least 1 day per week Contract: Fixed-term contract for 18 months for a short-term project or piece of work Hours: Full-time (37 hours per week) Salary: c. £49,000 per annum Grade: 12 Job Req: ICT71 and ICT75 The role: As a Senior Business Analyst, you will be working on large transformation programmes, supporting the Gambling Commission’s (the Commission) Corporate Strategy and Business Plan. You’ll be workin…",https://www.adzuna.co.uk/jobs/land/ad/5749216620?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=67ADBF82C2D21CC9E342422D33FA34838DFB7270,business analyst
Trainee Business Analyst,ITOL Recruit,"Birkenhead, Merseyside",IT Jobs,30000.0,39000.0,permanent,2026-06-09T11:38:03Z,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",https://www.adzuna.co.uk/jobs/land/ad/5757078172?se=xoFvRxZm8RG1SumIcG7pVg&utm_medium=api&utm_source=057dc159&v=8110ED0BB6DC5FA9FB15B1190150E69A55116982,business analyst
