title,company,location,category,salary_min,salary_max,contract_type,description,search_term,city,salary_avg,has_salary,post_date,post_month,work_type,skills_found
Business Analyst,Adria Solutions,"Manchester, Greater Manchester",IT Jobs,45000.0,60000.0,permanent,"Business Analyst - Manchester Are you ready to join a forward-thinking, people-centred digital services business? My client is looking for a passionate Business Analyst to play a key role in their journey. You’ll be part of a collaborative, multi-disciplinary team, working closely with developers, product owners, and stakeholders to shape and deliver user-centred outcomes. This role goes beyond process analysis – it’s about driving business value, improving customer experiences, and helping sha…",business analyst,Manchester,52500.0,1,2026-06-04,2026-06,On-site,
Business Analyst,Nextech,"Horsham, West Sussex",IT Jobs,39000.0,40000.0,permanent,"Business Analyst Location: Horsham (Hybrid) Salary: Up to £40,000 DOE *MUST HAVE VALID RIGHT TO WORK IN UK WITHOUT EVER NEEDING SPONSORSHIP* Our client is a well-established technology business with a strong reputation for delivering innovative software and digital solutions across a diverse customer base. Due to continued growth and investment in internal systems, they are looking to appoint a Software Business Analyst to support a range of business-critical projects. This is an excellent oppo…",business analyst,Horsham,39500.0,1,2026-06-10,2026-06,Hybrid,excel
Business Analyst,Reed,"East Midlands, UK",IT Jobs,40000.0,45000.0,permanent,"Business Analyst£45,0006 Month FTCEast Midlands (Hybrid working) We are working exclusively with a large, forward-thinking organisation seeking a Business Analyst to join their Digital & Technology team. This is an exciting opportunity to play a key role in delivering impactful digital and business change initiatives across a complex, multi-stakeholder environment.You will work closely with stakeholders to understand business needs, identify improvement opportunities, and support the successful…",business analyst,East Midlands,42500.0,1,2026-06-03,2026-06,Hybrid,
Business Analyst,Yolk Recruitment Ltd,"Bristol, South West England",IT Jobs,50000.0,50000.0,permanent,"Business Analyst Bristol | Hybrid Working | £50,000 Benefits We're working with a growing wealth management and financial advice business that is investing heavily in improving how it operates, serves clients and supports advisers. As part of this investment, they are building a dedicated Business Analysis & Change function and are looking to appoint a Business Analyst who understands how a financial advice business works in practice. This is not a highly technical Business Analyst position. I…",business analyst,Bristol,50000.0,1,2026-06-04,2026-06,Hybrid,
Business Analyst,Riverside Group,"Liverpool, Merseyside",IT Jobs,57271.0,63126.0,permanent,"Job Title: Business Analyst Contract Type: Permanent Salary: £57270.60 (£63125.84 is achieved after 12 months successful performance in the role) Working Hours: 35 hours per week, full time Working Pattern: Monday to Friday, Hybrid Location: Liverpool, Speke If you share our values and are excited about making a significant impact at Riverside, please ensure you attach a current CV and covering letter. At Riverside we recruit to potential not just on skills and experience, so we encourage you t…",business analyst,Liverpool,60198.5,1,2026-06-09,2026-06,Hybrid,
Technical Business Analyst,PA Consulting Services Ltd,"Belfast, Northern Ireland",IT Jobs,46183.43,46183.43,Unknown,"Company description We believe in the power of ingenuity to build a positive human future. As strategies, technologies, and innovation collide, we create opportunity from complexity. Our teams of interdisciplinary experts combine innovative thinking and breakthrough technologies to progress further, faster. Our clients adapt and transform, and together we achieve enduring results. We are over 4,000 strategists, innovators, designers, consultants, digital experts, scientists, engineers, and tech…",business analyst,Belfast,46183.43,1,2026-06-05,2026-06,On-site,
Business Analyst,Robert Half,"London, UK",IT Jobs,79500.14,79500.14,contract,"Robert Half Technology are assisting UK's market leading financial services organisation to recruit a Cyber Security Business Analyst - Privileged Access Management (PAM) on a 6-12 month contract basis - Hybrid working - London based Role The Business Analyst will gather, analyse, and document business and functional requirements for CyberArk Secure Cloud Access (SCA) and Secure Infrastructure Access (SIA) across Azure and AWS environments. Define secure access models covering identity-based ac…",business analyst,London,79500.14,1,2026-06-04,2026-06,Hybrid,"aws, azure"
Business Analyst,Nigel Wright Group,"Leeds, West Yorkshire",IT Jobs,50000.0,50000.0,permanent,"The Opportunity Leeds (Hybrid – 3 days onsite)We are working with an organisation currently undergoing a significant transformation programme, as they evolve into a more technology-driven, integrated business.As part of this journey, they are looking to appoint a Transformation Business Analyst, a key, newly created role that will play a central part in shaping how transformation is delivered across the organisation. What you'll be doing? This is a unique opportunity to: Join at an early stage …",business analyst,Leeds,50000.0,1,2026-06-08,2026-06,Hybrid,
Business Analyst,Sanderson,"Birmingham, West Midlands",IT Jobs,50000.0,57000.0,permanent,"Business Analyst I am currently recruiting for a Business Analyst to join a leading financial services organisation based in the Midlands. Within this role, you will be required to work across a variety of programmes across a full project lifecycle within Agile and Waterfall environments Location - Midlands - two - three days per week onsite Duration - 12 Months FTC Responsibilities Leading the estimation, planning and definition of the business analysis workstream Eliciting and refining requir…",business analyst,Birmingham,53500.0,1,2026-06-08,2026-06,On-site,
Business Analyst,Michael Page Technology,"Kettering, Northamptonshire",IT Jobs,42000.0,49350.0,permanent,"An established consumer goods organisation is seeking a Business Analyst to partner with stakeholders in analysing processes, defining requirements, and delivering end-to-end IT solutions that drive business improvement. The role offers a hybrid working model, strong benefits, and the opportunity to work in a collaborative, inclusive environment supporting complex change initiatives. Client Details Our client, a well-established and values-driven organisation within the consumer goods sector, i…",business analyst,Kettering,45675.0,1,2026-06-05,2026-06,Hybrid,
Business Analyst,Randstad Technologies,"London, UK",IT Jobs,104000.0,130000.0,Unknown,"Role: Senior Business Analyst (Cyber Resilience & Operational Transformation) Sector: Utilities / Critical National Infrastructure (CNI) Location: UK (Hybrid) Purpose of the Role Lead the business analysis, requirement elicitation, and governance frameworks for critical cyber resilience and operational transformation initiatives. This position bridges corporate technology and site-based industrial systems to translate complex cyber security, data protection, and business continuity expectations…",business analyst,London,117000.0,1,2026-05-26,2026-05,Hybrid,
Business Analyst,University of the Arts London,"London, UK",IT Jobs,44375.0,60784.0,permanent,"University of the Arts London (UAL) is a world-leading creative University for teaching and research in art, design, fashion, communication and performing arts. UAL is made up of six renowned colleges and hosts several centres and institutes that further the University’s mission and social purpose, through the students and ideas we send out into the world and the partnerships we build to achieve social, environmental, and economic progress. Digital & Technology at UAL is on an exciting journey,…",business analyst,London,52579.5,1,2026-06-09,2026-06,On-site,
Business Analyst Manager,Metropolitan Thames Valley,"Boulevard Industrial Park, Beeston",IT Jobs,60000.0,60000.0,contract,"Business Analyst Manager (known internally as Senior Business Analyst) 12-month FTC, Full-time, maternity cover (37.5 hours) Beeston, Nottingham: £57,526 - £60,553 Farringdon, London: £61,152 - £64,749 About Us : Metropolitan Thames Valley Housing has a vision that “everyone has a home and the opportunity to live well”; that means working with partners to create sustainable and vibrant neighbourhoods where our customers want to live. With 57,000 homes and more than 120,000 residents and custome…",business analyst,Boulevard Industrial Park,60000.0,1,2026-06-11,2026-06,On-site,
Business Analyst (Cookstown),MCS Group,"Cookstown, Northern Ireland",IT Jobs,35000.0,35000.0,Unknown,"Business Analyst Salary: £30,000 - £38,000 Location: Cookstown MCS are delighted to be exclusively partnering with an exciting software company that are hiring for a junior business analyst. This is a fantastic opportunity for an individual that is passionate about business processes and eager to grow their career in a dynamic environment. Within this role, you will be expected to work closely with senior stakeholders to drive the success of their cutting-edge software product which is being us…",business analyst,Cookstown,35000.0,1,2026-06-01,2026-06,On-site,
Erp Business Analyst,Ocho,"Belfast, Northern Ireland",IT Jobs,55000.0,55000.0,permanent,"ERP Business Analyst Ballymena | Fully Onsite (5 Days) At a Glance Role Type:Permanent Location:Ballymena (fully onsite, 5 days per week) Environment:Large-scale ERP transformation programme Core Tech:Microsoft Dynamics 365 Finance and Operations Sector:Manufacturing Benefits:Pension, healthcare, early finish Fridays Who You'll Work For Our client is a well-established manufacturing organisation currently undergoing a large-scale ERP transformation. They are modernising their business systems a…",business analyst,Belfast,55000.0,1,2026-05-28,2026-05,On-site,
Trainee Business Analyst,ITOL Recruit,"Nottingham, Nottinghamshire",IT Jobs,30000.0,39000.0,permanent,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",business analyst,Nottingham,34500.0,1,2026-06-03,2026-06,On-site,
Trainee Business Analyst,ITOL Recruit,"Sheffield, South Yorkshire",IT Jobs,30000.0,39000.0,permanent,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",business analyst,Sheffield,34500.0,1,2026-06-03,2026-06,On-site,
Trainee Business Analyst,ITOL Recruit,"Edinburgh Technopole, Milton Bridge",IT Jobs,30000.0,39000.0,permanent,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",business analyst,Edinburgh Technopole,34500.0,1,2026-06-03,2026-06,On-site,
Trainee Business Analyst,ITOL Recruit,"Bristol, South West England",IT Jobs,30000.0,39000.0,permanent,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",business analyst,Bristol,34500.0,1,2026-06-01,2026-06,On-site,
Trainee Business Analyst,ITOL Recruit,"Enfield, London",IT Jobs,30000.0,39000.0,permanent,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",business analyst,Enfield,34500.0,1,2026-05-28,2026-05,On-site,
Trainee Business Analyst,ITOL Recruit,"Coventry, West Midlands",IT Jobs,30000.0,39000.0,permanent,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",business analyst,Coventry,34500.0,1,2026-05-20,2026-05,On-site,
Trainee Business Analyst,ITOL Recruit,"Liverpool, Merseyside",IT Jobs,30000.0,39000.0,permanent,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",business analyst,Liverpool,34500.0,1,2026-05-20,2026-05,On-site,
Trainee Business Analyst,ITOL Recruit,"Leicester, Leicestershire",IT Jobs,30000.0,39000.0,permanent,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",business analyst,Leicester,34500.0,1,2026-05-19,2026-05,On-site,
Trainee Business Analyst,ITOL Recruit,"Birmingham, West Midlands",IT Jobs,30000.0,39000.0,permanent,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",business analyst,Birmingham,34500.0,1,2026-06-03,2026-06,On-site,
Trainee Business Analyst,ITOL Recruit,"London, UK",IT Jobs,30000.0,39000.0,permanent,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",business analyst,London,34500.0,1,2026-05-28,2026-05,On-site,
Trainee Business Analyst,ITOL Recruit,"Croydon, London",IT Jobs,30000.0,39000.0,permanent,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",business analyst,Croydon,34500.0,1,2026-05-19,2026-05,On-site,
Trainee Business Analyst,ITOL Recruit,"Cardiff County, Wales",IT Jobs,30000.0,39000.0,permanent,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",business analyst,Cardiff County,34500.0,1,2026-06-01,2026-06,On-site,
Trainee Business Analyst,ITOL Recruit,"Cannock, Staffordshire",IT Jobs,30000.0,39000.0,permanent,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",business analyst,Cannock,34500.0,1,2026-05-27,2026-05,On-site,
Trainee Business Analyst,IT Career Switch,"London, UK",IT Jobs,25000.0,35000.0,permanent,"Business Analyst Placement Programme - No Experience Required Our training will help you kick-start a new career in Business Analysis. We are recruiting for companies who are looking to employ our Business Analyst Traineeship graduates to support their continued growth. The best part is, you will not need any previous experience as full training will be provided. You will also have the reassurance of a job guarantee upon completion of the training programme. Whether you are working full time, p…",business analyst,London,30000.0,1,2026-05-29,2026-05,On-site,
Manufacturing Business Analyst,Broster Buchanan,"Kettering, Northamptonshire",IT Jobs,50000.0,55000.0,permanent,"Broster Buchanan are partnered with a household name manufacturing business who are looking for a Manufacturing Business Analyst to join their growing IT/Ops teams as part of a large scale OT programme within the business. They are looking for an experienced business analyst with hands on experience working with manufacturing systems, processes and people. The role is being offered on a hybrid basis with 2 days onsite in Kettering and 3 days remote, with a great benefits package as outlined bel…",business analyst,Kettering,52500.0,1,2026-05-18,2026-05,Remote,
Regulatory Business Analyst,Sanderson,"Cheshire, North West England",IT Jobs,130000.0,143000.0,contract,"Senior Regulatory Business Analyst Rate - £500 - 550 per day (Inside IR35 - Umbrella company only) Length - 4 Months Initial (will be extended) Location - The North West (hybrid, once a fortnight in the office)Sanderson are helping to support a new Basel 3.1/SDDT implementation for a medium sized F/S client of ours. Day-to-day responsibilities:- Conduct regular regulatory reporting- Engage with stakeholders and build strong relationships to ensure project success- Update regulatory reporting sy…",business analyst,Cheshire,136500.0,1,2026-05-19,2026-05,Hybrid,
Graduate Business Analyst,Harnham - Data & Analytics Recruitment,"Bournemouth, Dorset",Graduate Jobs,25000.0,28000.0,permanent,"Graduate Business Analyst Bournemouth - 2 days onsite per week £28,000 This is an excellent entry route into data and analytics with a clear path for growth. You will sit at the intersection of business and data, learning how to translate real world problems into data driven solutions while gaining hands on experience across the full delivery lifecycle. The Company They are a well established UK organisation with a strong focus on leveraging data to improve decision making and operational perfo…",business analyst,Bournemouth,26500.0,1,2026-06-04,2026-06,On-site,excel
Senior Business Analyst,The Gambling Commission,"Birmingham, West Midlands",IT Jobs,49000.0,49000.0,contract,"Job title: Senior Business Analyst x 2 Location: Hybrid working – Birmingham office at least 1 day per week Contract: Fixed-term contract for 18 months for a short-term project or piece of work Hours: Full-time (37 hours per week) Salary: c. £49,000 per annum Grade: 12 Job Req: ICT71 and ICT75 The role: As a Senior Business Analyst, you will be working on large transformation programmes, supporting the Gambling Commission’s (the Commission) Corporate Strategy and Business Plan. You’ll be workin…",business analyst,Birmingham,49000.0,1,2026-06-02,2026-06,Hybrid,
Trainee Business Analyst,ITOL Recruit,"Birkenhead, Merseyside",IT Jobs,30000.0,39000.0,permanent,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",business analyst,Birkenhead,34500.0,1,2026-06-09,2026-06,On-site,
Trainee Business Analyst,ITOL Recruit,"Manchester, Greater Manchester",IT Jobs,30000.0,39000.0,permanent,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",business analyst,Manchester,34500.0,1,2026-06-10,2026-06,On-site,
Trainee Business Analyst,ITOL Recruit,"Stoke-On-Trent, Staffordshire",IT Jobs,30000.0,39000.0,permanent,"Are you looking to start a career as a Business Analyst (BA) and need tailored recruitment support and the right qualifications to secure your career? A business analyst is a problem solver who for example investigates an issue or area of weakness within an organisation, analyses solutions and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career in this rewarding sector will suit you. Demand for junior…",business analyst,Stoke-On-Trent,34500.0,1,2026-06-10,2026-06,On-site,
Salesforce Business Analyst,Understanding Recruitment,"London, UK",IT Jobs,61000.0,61000.0,permanent,"Salesforce Business Analyst £61,000 London (Hybrid, 1-2 days per week in the office) I'm currently working with a forward thinking membership body to recruit a Salesforce Business Analyst to join their Digital, Data & Technology function focussing on business critical projects. This is an exciting opportunity to play a key role in a major period of digital transformation, supporting the successful delivery, optimisation, and adoption of platform solutions across one of the UK's most respected m…",business analyst,London,61000.0,1,2026-06-11,2026-06,Hybrid,
Trainee Business Analyst,IT Career Switch,"York, North Yorkshire",IT Jobs,25000.0,35000.0,permanent,"Business Analyst Placement Programme - No Experience Required Our training will help you kick-start a new career in Business Analysis. We are recruiting for companies who are looking to employ our Business Analyst Traineeship graduates to support their continued growth. The best part is, you will not need any previous experience as full training will be provided. You will also have the reassurance of a job guarantee upon completion of the training programme. Whether you are working full time, p…",business analyst,York,30000.0,1,2026-06-10,2026-06,On-site,
Trainee Business Analyst,IT Career Switch,"Rotherham, South Yorkshire",IT Jobs,25000.0,35000.0,permanent,"Business Analyst Placement Programme - No Experience Required Our training will help you kick-start a new career in Business Analysis. We are recruiting for companies who are looking to employ our Business Analyst Traineeship graduates to support their continued growth. The best part is, you will not need any previous experience as full training will be provided. You will also have the reassurance of a job guarantee upon completion of the training programme. Whether you are working full time, p…",business analyst,Rotherham,30000.0,1,2026-06-10,2026-06,On-site,
Trainee Business Analyst,IT Career Switch,"Peterborough, Eastern England",IT Jobs,25000.0,35000.0,permanent,"Business Analyst Placement Programme - No Experience Required Our training will help you kick-start a new career in Business Analysis. We are recruiting for companies who are looking to employ our Business Analyst Traineeship graduates to support their continued growth. The best part is, you will not need any previous experience as full training will be provided. You will also have the reassurance of a job guarantee upon completion of the training programme. Whether you are working full time, p…",business analyst,Peterborough,30000.0,1,2026-06-10,2026-06,On-site,
Trainee Business Analyst,IT Career Switch,"Glasgow City Centre, Glasgow",IT Jobs,25000.0,35000.0,permanent,"Business Analyst Placement Programme - No Experience Required Our training will help you kick-start a new career in Business Analysis. We are recruiting for companies who are looking to employ our Business Analyst Traineeship graduates to support their continued growth. The best part is, you will not need any previous experience as full training will be provided. You will also have the reassurance of a job guarantee upon completion of the training programme. Whether you are working full time, p…",business analyst,Glasgow City Centre,30000.0,1,2026-06-10,2026-06,On-site,
Python Developer - Contract,VANRATH,"Belfast, Northern Ireland",IT Jobs,75000.0,75000.0,contract,"Python Developer (FinTech) - Belfast (Hybrid) - Contract We are looking for an experienced Python Developer with a strong FinTech or Financial Services background to join a Belfast-based team on an initial 3-6 month contract. Location: Belfast (Hybrid) Contract: 3-6 Months Daily Rate Essential Skills 5 years of commercial Python development experience Previous experience within FinTech, Banking, Payments, or Financial Services Strong knowledge of Python and API development (FastAPI, Flask, or D…",python developer,Belfast,75000.0,1,2026-06-01,2026-06,Hybrid,python
Senior Python Developer,Ocho,"Belfast, Northern Ireland",IT Jobs,90000.0,90000.0,Unknown,"Senior Python Developer needed to join the worlds newest IoT company Are you a Senior/Principal level Python developer looking for a new challenge? Do you want to work with some of the brightest minds in Northern Ireland? Want to work on true greenfield projects that nobody has done before? The Role In this hands on role, you'll be joining a small team of highly capable professionals responsible for designing, developing, and maintaining high-performance and scalable Applications using the Go p…",python developer,Belfast,90000.0,1,2026-05-22,2026-05,On-site,"python, scala"
Backend Python Developer,XACT PLACEMENTS LIMITED,"London, UK",IT Jobs,60000.0,80000.0,permanent,"Backend Python Developer (Azure AI) Location: Remote / Hybrid Type: Full-time Our client is a fast-growing consulting business building an AI-driven platform on native Microsoft Azure services. They are looking for a strong Backend Python Developer to join their team and play a key role in delivering scalable, AI-first solutions used for business automation, workflows, and intelligent agents. This is an opportunity to work in a lean, high-impact environment where speed, quality, and innovation …",python developer,London,70000.0,1,2026-06-09,2026-06,Remote,"python, azure, scala"
Python Developer - Citi,Citi,UK,IT Jobs,44064.8,44064.8,Unknown,"Discover your future at Citi Working at Citi is far more than just a job. A career with us means joining a team of more than 230,000 dedicated people from around the globe. At Citi, you'll have the opportunity to grow your career, give back to your community and make a real impact. Job Overview The Applications Development Intermediate Programmer Analyst is an intermediate level position responsible for participation in the establishment and implementation of new or revised application systems …",python developer,UK,44064.8,1,2026-05-22,2026-05,On-site,
Python Developer - Mthree,mthree,"London, UK",IT Jobs,66663.34,66663.34,Unknown,"We are hiring a skilled back-end Python Developer to join a high-performing technology team at a top-tier investment bank. You’ll be instrumental in delivering a greenfield system monitoring and performance analysis tool for global trading platforms – a solution that will provide critical insights into system health and behavior across the trading stack. This is a chance to build something from scratch, with full ownership of backend components, data ingestion, and real-time analytics in a Linu…",python developer,London,66663.34,1,2026-04-16,2026-04,On-site,python
Senior Backend Python Developer,Advanced Resource Managers Limited,"Leeds, West Yorkshire",IT Jobs,104000.0,117000.0,contract,"Senior Backend Python Developer 6-Month contract - Inside IR35 - up to £450 per day Leeds based - hybrid working - 3 days onsite Responsibilities Build and maintain backend services and APIs in line with existing architectural patterns and standards. Implement business logic, data access layers, and integrations with internal and external systems. Develop and enhance RESTful APIs, following defined contracts and API standards. Write clean, maintainable, well-tested code, adhering to agreed engi…",python developer,Leeds,110500.0,1,2026-05-29,2026-05,Hybrid,python
Senior Python Developer - Avp - Citi,Citi,UK,IT Jobs,45421.92,45421.92,Unknown,"Discover your future at Citi Working at Citi is far more than just a job. A career with us means joining a team of more than 230,000 dedicated people from around the globe. At Citi, you'll have the opportunity to grow your career, give back to your community and make a real impact. Job Overview The Applications Development Senior Programmer Analyst is an intermediate level position responsible for participation in the establishment and implementation of new or revised application systems and pr…",python developer,UK,45421.92,1,2026-05-22,2026-05,On-site,
Senior Python Developer,FDM Group,"Leeds, West Yorkshire",IT Jobs,58116.52,58116.52,contract,"About The Role FDM is a global business and technology consultancy seeking a Senior Python Developer to work for our client within the public sector. This is initially a 6 month contract with very good prospects to extend and will be a hybrid role that will be based in Leeds. We are seeking an experienced Senior Python Developer to design, build, and maintain secure, scalable digital solutions within a highly regulated environment. The role involves working on complex, integration‑heavy systems…",python developer,Leeds,58116.52,1,2026-05-06,2026-05,Hybrid,"python, scala"
Python Developer- Innovative Algo Trading,Oxford Knight,"London, UK",IT Jobs,76244.55,76244.55,Unknown,"Salary: up to £200k base bonus Summary Fantastic opportunity for all-star coders at one of the world's top algorithmic trading firms. The Systems Development team builds and maintains the infrastructure and software platform used by all Systems teams to manage servers and networks. As a Python Developer, your workload will be varied, offering great opportunities to improve and have a huge impact. Your main focus will be tool development (in Python), both improving and integrating existing tool…",python developer,London,76244.55,1,2026-04-02,2026-04,On-site,python
Python Developers - Market Risk Technology Avp & Vp,McGregor Boyall,"London, UK",IT Jobs,93708.27,93708.27,permanent,"Senior Market Risk Technology Opportunities AVP & VP Level London - Hybrid working A leading global investment bank is investing heavily in the evolution of its cloud based risk management platform and is seeking multiple Senior Developers to join its Risk Technology division. The team is responsible for delivering market risk analytics, pricing infrastructure, market data platforms and risk reporting capabilities across equities, fixed income, credit, FX and commodities. Depending on the role,…",python developer,London,93708.27,1,2026-06-11,2026-06,Hybrid,
Python Developer - Quantitative Developer - Tribus,Tribus,"London, UK",IT Jobs,84048.67,84048.67,Unknown,"Quantitative Developer – Research Team - Hong Kong - Relocation Packages A leading global trading firm is looking for a Quantitative Developer to join its research technology group. This team builds the infrastructure powering trading signal research, enabling researchers and traders to test and scale strategies across global markets. What you’ll do Design and build Python and C++ tools for quant research and signal generation Partner with researchers and traders to translate requirements into …",python developer,London,84048.67,1,2026-01-31,2026-01,On-site,python
Python Software Developer,Opus Recruitment Solutions Ltd,"Newcastle Upon Tyne, Tyne & Wear",IT Jobs,91000.0,104000.0,Unknown,"Python Software Developer (SC Cleared) Location: Hybrid 3 days onsite a week (Manchester/ Leeds/ Birmingham/ Newcastle/ London) Contract : 6 Months Security Requirement Active SC Clearance required Overview We are seeking experienced Python Software Developers to support the delivery of large-scale analytics and data-driven solutions within a secure enterprise environment. The successful candidates will work on cloud-based platforms, data processing pipelines, and secure integrations while coll…",python developer,Newcastle Upon Tyne,97500.0,1,2026-06-09,2026-06,Hybrid,python
Python Developer - Fixed Income Trading Technology,Vertus Partners,"London, UK",IT Jobs,65309.96,65309.96,Unknown,"We are currently recruiting for a Python Developer to join the Fixed Income trading technology team within a leading international Investment Bank. This is a core software engineering role focused on building production trading systems . We are looking for a core Python engineer who enjoys owning components, improving systems, and working closely with the business in a fast-paced trading environment (this is not a quant, data engineering or AI/ML role). You will sit within Front Office Technolo…",python developer,London,65309.96,1,2026-06-10,2026-06,On-site,python
Python Developer,Premier Group,"London, UK",IT Jobs,70000.0,75000.0,permanent,"Python Developer London – Twice a week in the office £70,000-£75,000 I’m currently working for a Central London based tech consultancy of over 70 years who are looking for a Python Developer to come and join their growing team on a hybrid basis! The company is a serial award-winner and provide consultative bespoke tech services to industries such as healthcare, insurance, pensions, energy & sport across the UK and beyond. They are a growing development team of roughly 20 in total size, split ac…",python developer,London,72500.0,1,2026-05-20,2026-05,Hybrid,python
Python Developer,Noir,"Newcastle Upon Tyne, Tyne & Wear",IT Jobs,42000.0,62000.0,permanent,"Senior Python Full Stack Developer - Hybrid (Tech stack: Python, Flask, PostgreSQL, JavaScript, Docker, AWS, CI/CD) Our client is a purpose-driven technology company building advanced software solutions within the renewable energy sector . Their platforms support complex, data-led decision making and play a key role in driving sustainable outcomes. This is a hybrid role where you will work across both front and back end development, delivering high-quality software and contributing to the desig…",python developer,Newcastle Upon Tyne,52000.0,1,2026-06-08,2026-06,Hybrid,"python, sql, aws, docker, java"
Python Developer,Talan,"London, UK",IT Jobs,42660.46,42660.46,Unknown,"Job Description Role Overview As part of its ambition to become a Top 3 contributor in the European ETF market, our client is investing significantly in the evolution of its ETF Market Making platform, with a strong focus on advancing Automated Market Making (AMM) and client RFQ pricing capabilities. This role is centred on the design, development, and delivery of a next-generation electronic trading platform, supporting global trading activities across Europe, the US, and Emerging Markets. The…",python developer,London,42660.46,1,2026-06-10,2026-06,On-site,
